PUBID,REGION,CENDIV,PUBCLIM,SQFT,WKHRS,NWKER,NGUSED,FKUSED,PRUSED,SOUSED,NGHT1,NGGENR,PCTERM,WBOARDS,FLUOR,OCSN,DIM,MFEXP
3127,1,2,3,98000,70,100,1,1,0,0,0,0,1,0,1,1,0,222056
3133,4,8,2,210000,60,130,1,0,0,1,1,0,1,0,1,0,0,164123
3135,2,3,1,205000,60,100,1,0,0,0,1,0,1,1,1,1,1,145532
3160,2,3,1,300000,60,90,1,0,0,1,1,1,1,1,1,1,0,155082
3162,3,5,5,91000,100,50,0,0,1,0,0,0,1,1,1,0,0,130491
3166,2,3,3,59000,40,25,1,0,0,0,1,0,1,1,1,1,1,69483
3197,3,7,5,170000,60,200,1,0,0,0,1,1,1,1,0,1,1,138869
3223,2,3,1,190000,84,200,1,0,0,0,1,0,1,1,1,1,1,114047
3270,4,8,4,69000,60,45,1,0,0,0,1,0,1,0,1,1,0,24272
3275,2,3,2,255000,80,200,1,0,0,0,1,0,1,1,1,1,0,280080
3296,4,9,2,96000,40,50,1,0,0,0,1,1,1,0,1,1,0,74192
3308,2,3,7,285000,88,130,1,0,0,0,0,0,1,1,1,1,1,486185
3317,4,9,7,210000,45,30,1,0,0,0,1,1,1,1,1,1,0,117528
3324,1,1,2,83000,40,61,1,0,0,0,1,0,1,1,1,0,1,73768
3330,1,2,3,172000,65,100,1,0,0,1,1,0,1,1,1,1,0,368957
3331,1,2,3,75000,55,61,1,0,0,0,1,0,1,0,1,1,0,89131
3335,2,4,1,110000,65,50,0,1,0,0,0,0,1,0,1,1,0,109734
3357,3,5,4,35500,68,19,1,0,0,0,0,0,1,0,1,1,0,56048
3365,4,8,2,116000,55,50,1,0,0,0,1,1,1,1,1,0,0,143175
3372,3,5,4,150000,60,100,1,0,0,0,0,1,1,1,1,0,0,113295
3395,2,4,1,470000,90,200,1,1,0,0,1,0,1,1,1,1,1,350717
3414,3,5,7,97000,168,80,1,0,0,0,0,0,1,0,1,0,1,271287
3417,2,3,1,24500,40,6,1,0,0,0,1,0,1,1,0,1,0,19250
3419,2,3,2,490000,100,100,1,0,0,0,1,0,1,1,1,1,0,441106
3447,1,1,2,80000,50,75,1,0,0,0,1,0,1,1,0,1,1,97697
3454,2,3,2,350000,75,150,1,1,0,0,1,0,1,1,1,1,0,294667
3481,1,2,3,55000,40,30,1,0,0,0,1,0,1,0,1,1,0,46181
3490,2,3,2,410000,84,314,1,0,0,0,1,1,1,1,1,1,0,512398
3493,2,3,2,43500,60,35,1,0,0,0,1,0,1,1,0,0,0,39537
3494,2,3,2,126000,45,103,1,1,0,0,0,0,1,1,1,1,0,161260
3497,2,4,2,62000,50,25,1,0,0,0,0,0,1,0,0,0,0,42006
3498,1,1,1,150000,80,75,0,1,1,0,0,0,1,1,1,1,0,201011
3516,2,3,2,205000,50,314,1,0,0,0,1,1,1,1,1,1,0,242026
3521,3,7,3,150000,40,120,1,0,0,0,1,0,1,1,0,1,0,64335
3532,3,6,4,53000,45,40,1,0,0,0,1,0,1,1,1,0,0,57593
3552,2,3,1,355000,96,160,1,0,0,0,1,1,1,1,1,1,0,389918
3580,2,3,3,106000,50,55,1,0,0,0,0,0,1,1,0,1,0,147447
3594,1,2,3,156000,84,150,1,1,0,0,0,0,1,1,1,1,0,145735
3599,2,4,1,100000,60,35,1,1,1,0,1,0,1,1,1,1,1,156714
3603,2,3,1,54000,90,56,1,0,0,0,1,0,1,1,1,0,0,46954
3622,3,5,5,132000,40,55,0,1,0,0,0,0,1,1,1,0,0,117511
3625,4,8,4,235000,45,80,1,0,0,0,1,0,1,1,1,0,0,195006
3657,3,7,5,110000,40,70,1,0,1,0,1,0,1,1,1,0,0,59420
3670,1,2,3,116000,55,200,1,0,0,0,1,1,1,1,1,0,0,133266
3679,1,2,3,102000,55,78,0,1,0,0,0,0,1,1,1,0,1,74901
3701,2,3,2,230000,80,85,1,0,0,0,1,0,1,0,1,1,0,247342
3715,2,4,1,41000,60,30,1,0,0,0,1,0,1,1,1,1,1,37422
3727,2,4,2,110000,60,65,1,0,0,0,0,1,1,1,1,1,1,99800
3740,1,2,2,285000,60,183,1,0,0,0,1,0,1,0,0,1,0,232361
3756,3,7,5,75000,40,86,1,0,0,0,1,0,1,1,1,0,0,55412
3758,2,4,3,69000,55,50,0,0,0,0,0,0,1,1,1,1,0,72405
3767,3,5,4,20000,60,23,0,0,0,0,0,0,1,0,1,0,0,9090
3772,1,2,2,235000,55,90,1,0,0,0,1,1,1,1,1,1,1,195582
3776,2,4,1,69000,70,18,0,1,1,0,0,0,1,1,1,1,0,75555
3784,3,7,4,61000,45,28,1,0,1,0,1,0,1,1,0,1,0,47055
3787,3,5,4,300000,50,170,1,0,0,0,1,0,1,1,1,1,1,159569
3855,1,2,3,34000,14,40,1,0,0,0,1,0,1,0,1,0,0,42086
3862,3,5,5,160000,83,65,0,0,1,0,0,0,1,1,1,0,0,177834
3896,2,3,2,60000,45,49,1,0,0,0,1,0,1,1,1,0,0,47919
3909,2,3,2,235000,77,85,1,0,0,0,1,1,1,1,1,0,0,337162
3976,3,6,4,265000,50,110,1,0,0,0,1,0,1,1,1,1,0,194457
3983,3,5,3,178000,55,135,1,0,0,0,1,1,1,1,1,0,0,256915
4015,4,8,4,122000,50,80,1,0,0,0,0,0,1,1,1,1,0,66085
4033,3,5,3,86000,55,70,1,0,0,0,1,1,1,1,1,0,0,85415
4037,2,3,2,176000,84,100,1,0,0,0,1,1,1,1,0,1,0,238640
4044,1,1,2,182000,75,200,0,1,0,0,0,0,1,1,1,1,0,308002
4055,2,3,1,100000,50,50,1,0,0,0,1,1,1,1,1,1,0,92932
4059,3,7,3,37000,50,39,1,0,0,0,1,0,1,1,1,1,0,31266
4075,2,4,3,11500,35,6,1,0,0,0,1,0,1,0,1,0,0,10609
4110,2,3,7,210000,45,75,0,0,0,0,0,0,1,0,0,1,1,174260
4121,3,7,4,350000,50,110,1,0,0,0,1,1,1,1,1,1,0,144699
4148,2,4,3,57000,56,28,1,0,0,0,0,0,1,1,1,1,0,62820
4187,1,2,1,174000,40,82,1,0,0,0,1,1,1,1,1,1,0,274788
4191,2,3,2,275000,45,246,1,0,0,0,1,1,1,1,1,1,1,185177
4202,3,5,3,350000,60,150,1,0,0,0,0,1,1,1,1,1,0,164402
4208,3,5,3,1600,60,6,0,0,0,0,0,0,0,0,0,0,0,3483
4241,1,2,2,100000,50,46,1,1,0,0,1,0,1,1,1,0,0,144802
4250,1,2,2,196000,83,140,1,0,0,0,1,1,1,1,1,1,0,321503
4301,3,7,5,186000,45,125,0,0,1,0,0,0,1,0,1,0,0,63786
4339,4,9,4,134000,60,30,1,0,0,0,1,0,1,1,1,1,0,193061
4359,2,4,2,30000,50,25,1,0,0,0,1,0,1,0,1,1,1,19406
4398,1,2,2,140000,70,60,1,0,0,0,1,0,1,1,1,1,0,176364
4429,1,1,7,152000,77,85,1,1,0,0,0,0,1,0,0,1,0,309958
4436,1,1,2,44500,40,44,1,0,0,0,1,0,1,1,1,0,0,46304
4446,3,7,5,69000,80,40,0,0,0,0,0,0,1,0,0,0,0,39719
4450,2,4,1,370000,104,110,1,1,0,0,1,0,1,1,1,0,0,427138
4472,3,5,3,160000,72,150,1,0,0,0,1,0,1,1,0,0,0,249105
4481,2,3,2,360000,106,300,1,1,0,0,1,0,1,1,1,1,0,461421
4484,2,3,2,65000,60,40,1,0,0,0,1,1,1,1,0,1,0,72038
4495,2,4,1,275000,100,100,1,1,0,0,1,0,1,1,1,1,1,293944
4520,1,1,2,150000,45,60,1,1,0,0,1,0,1,1,1,1,0,140722
4551,2,3,2,260000,60,50,1,0,0,0,1,0,0,1,1,1,1,188751
4561,2,3,2,340000,98,135,1,1,0,0,1,1,1,1,0,1,0,403325
4562,3,7,4,250000,40,300,1,0,0,0,1,0,1,1,0,0,0,221487
4601,2,3,2,77000,50,60,1,0,0,0,1,0,1,1,1,1,0,59379
4603,1,2,3,108000,66,80,1,1,0,0,1,0,1,1,1,1,0,170880
4607,1,2,2,138000,30,40,1,0,0,0,1,1,0,1,0,0,0,100494
4620,3,5,3,235000,78,130,1,0,0,0,1,0,1,1,1,0,0,234994
4637,1,2,3,138000,110,300,1,1,1,0,0,0,1,1,0,1,0,101975
4646,2,3,7,1800000,88,400,1,0,0,1,0,1,1,1,1,1,1,1282531
4651,3,5,7,37500,75,53,0,0,0,0,0,0,1,0,1,1,0,104307
4671,1,2,2,600000,65,200,1,0,0,0,1,1,1,1,1,1,0,218961
4684,3,5,4,128000,50,98,1,0,0,0,1,1,1,1,1,1,1,127575
4695,3,5,4,220000,60,153,1,1,0,0,0,0,1,1,1,1,0,192218
4704,1,1,2,160000,11,125,1,0,0,0,1,0,1,1,0,0,0,154227
4706,3,6,3,73000,40,75,1,0,0,0,0,0,1,1,1,0,0,136850
4709,3,6,4,178000,55,75,0,1,0,0,0,0,1,0,1,1,0,191044
4730,3,5,5,110000,50,90,0,0,0,0,0,0,1,1,1,0,0,31691
4740,2,3,2,300000,60,108,1,0,0,0,1,0,1,1,1,1,1,379722
4743,1,2,2,110000,35,100,1,0,0,0,1,0,1,1,1,1,0,79422
4764,3,5,3,150000,80,105,1,0,0,0,1,0,1,1,0,1,1,106520
4777,2,4,2,340000,75,180,1,0,0,0,1,0,1,1,1,1,0,515552
4817,3,5,3,126000,40,125,1,1,1,1,0,1,1,1,1,1,0,217477
4823,2,4,3,152000,60,75,1,0,0,0,0,0,1,1,0,1,0,189753
4828,3,7,5,150000,65,120,0,1,0,0,0,0,1,1,0,1,0,180508
4844,3,5,4,425000,80,125,1,0,0,0,1,1,1,1,1,1,1,780897
4854,3,5,3,132000,50,135,1,1,0,0,1,0,1,1,1,1,0,127276
4859,1,1,1,15000,50,20,0,1,0,0,0,0,1,1,1,0,0,32204
4878,3,5,3,152000,50,120,1,1,0,0,1,0,1,1,1,1,0,216720
4886,3,5,3,380000,60,200,1,0,0,1,1,0,1,1,1,1,0,493841
4902,2,4,3,54000,40,46,1,0,0,0,1,0,1,1,1,0,0,69142
4907,3,5,4,285000,60,100,1,0,0,0,0,1,1,1,1,1,1,294412
4924,3,7,5,84000,40,75,0,0,1,0,0,0,1,1,0,0,0,40155
4945,3,5,5,7500,40,8,0,0,0,0,0,0,1,1,1,1,0,11223
4979,2,3,3,12500,30,30,1,0,0,0,1,0,0,1,1,0,0,15922
4992,2,4,1,340000,84,172,1,1,0,0,1,0,1,1,1,1,0,278740
5003,2,3,3,100000,60,60,1,0,0,0,1,0,1,0,0,1,0,187340
5030,2,4,1,5000,4,3,0,0,1,0,0,0,0,0,1,0,0,2357
5033,4,9,3,55000,50,20,1,0,0,0,1,0,1,1,1,1,0,18000
5060,2,3,2,215000,100,135,1,0,1,0,1,1,1,1,1,1,1,260602
5065,3,5,5,58000,60,125,0,0,1,0,0,0,1,1,1,1,0,53196
5086,1,2,2,166000,50,90,1,0,0,0,1,1,1,1,1,1,0,118513
5108,3,5,4,340000,40,135,1,0,0,0,1,1,1,1,1,0,0,237897
5111,2,3,2,315000,80,241,1,0,0,0,1,1,1,1,1,1,0,308312
5127,2,3,3,1600,24,4,1,0,0,0,1,0,1,0,1,0,0,1340
5134,2,3,2,210000,75,119,1,0,0,0,1,1,1,1,1,0,0,176747
5141,3,5,3,27500,40,25,1,0,0,0,1,0,1,1,1,0,0,83142
5157,3,5,3,178000,60,122,1,0,0,0,1,0,1,1,1,0,0,182377
5164,3,5,4,20000,45,9,0,0,1,0,0,0,1,1,1,0,0,23215
5167,3,5,3,100001,55,70,1,1,0,1,1,0,1,1,0,0,0,131678
5188,4,9,2,205000,48,60,1,0,0,0,1,1,1,0,1,1,1,175074
5270,1,1,2,210000,100,200,1,0,0,0,1,1,1,0,0,0,0,227552
5299,4,9,4,47000,40,62,0,0,0,0,0,0,1,0,1,0,0,28298
5324,3,5,3,158000,60,90,1,0,0,0,1,0,1,1,1,0,0,135038
5353,2,3,2,48000,50,30,1,0,0,0,1,0,1,1,1,1,0,32057
5360,2,3,2,110000,108,80,1,0,0,1,1,0,0,1,1,1,0,77919
5363,3,5,3,3000,40,12,0,0,1,0,0,0,1,0,1,0,0,5579
5365,2,3,2,78000,10,80,1,0,0,0,1,0,1,1,1,0,1,98785
5375,2,3,3,80000,38,75,1,1,0,0,1,0,1,1,1,1,0,140426
5379,1,1,2,230000,40,120,1,0,0,0,1,0,1,1,1,0,0,289772
5388,3,6,3,210000,60,100,1,0,0,0,0,0,1,1,0,0,0,147927
5393,3,5,3,83000,50,86,1,1,0,0,1,0,1,1,1,1,0,114328
5404,3,6,4,104000,48,15,1,0,0,0,1,0,1,1,1,1,0,137741
5419,3,5,7,49500,84,12,1,1,0,0,1,0,1,1,1,0,0,65881
5422,1,2,3,116000,78,121,1,1,0,0,1,0,1,1,1,1,0,120341
5425,2,4,1,215000,115,200,1,1,0,0,1,0,1,1,1,1,0,390217
5435,1,2,2,245000,63,110,1,0,0,0,1,0,1,0,1,1,0,209457
5453,3,7,4,77000,40,10,1,0,0,0,1,0,1,0,1,1,0,64998
5468,1,2,2,138000,80,30,1,0,0,0,1,1,1,1,1,1,0,161760
5484,3,5,3,128000,45,60,1,0,0,0,1,1,1,1,1,1,1,147201
5487,3,5,4,102000,60,82,0,1,0,0,0,0,1,1,1,0,1,105195
5513,2,4,1,230000,60,95,1,0,0,0,1,0,1,1,1,0,0,195688
5537,2,4,3,355000,60,230,1,0,0,0,1,0,1,0,0,1,0,372576
5555,3,7,5,122000,45,40,1,0,0,0,1,0,1,0,1,0,0,38813
5572,2,3,2,420000,50,300,1,0,0,0,1,0,1,1,1,1,0,392379
5585,2,3,2,335000,101,101,1,1,0,0,1,0,1,1,1,1,1,358873
5596,3,5,4,235000,50,108,1,0,0,0,1,0,1,1,1,1,1,210152
5597,1,2,3,156000,50,80,1,0,0,0,1,0,1,1,1,1,0,196150
5610,2,3,2,77000,65,53,1,0,0,0,1,1,1,1,0,1,1,72660
5617,2,3,1,310000,80,190,1,0,0,1,1,0,1,1,1,1,0,229716
5633,3,6,7,17500,66,14,1,0,0,0,1,0,1,0,1,0,0,29069
5643,1,2,3,89000,55,60,1,1,0,0,1,0,1,1,1,1,0,119744
5677,2,3,7,198000,75,40,1,1,0,0,0,1,1,0,1,1,1,246935
5683,2,3,3,108000,90,82,1,0,0,0,1,1,1,1,1,1,1,440393
5709,2,3,2,220000,40,100,1,1,0,0,1,0,1,1,1,1,0,202957
5712,2,4,1,235000,70,100,1,1,0,0,1,0,1,1,0,1,1,191903
5740,2,4,1,90000,50,50,0,1,0,0,0,0,1,1,1,0,0,75812
5777,1,2,3,180000,65,250,1,1,0,0,1,0,1,1,1,1,0,406914
5784,4,8,2,69000,50,60,1,0,0,0,0,0,1,1,1,0,0,75448
5809,2,3,2,700000,112,250,1,0,0,0,1,0,1,1,1,1,0,944777
5811,3,5,5,200001,40,246,0,0,0,0,0,0,1,1,0,0,0,305788
5814,3,5,3,79000,72,15,1,0,0,0,1,0,1,0,0,0,0,136199
5824,2,4,1,380000,106,230,1,1,0,0,1,0,1,1,1,1,0,478756
5928,1,2,2,17250,32,2,1,0,0,0,1,0,1,0,1,0,0,6970
5942,3,7,7,50000,68,20,1,0,0,0,1,0,1,0,0,1,0,40002
5953,1,1,3,330000,40,180,0,1,1,0,0,0,1,1,1,1,0,428136
5954,1,2,3,170000,80,200,1,0,0,1,1,1,1,1,1,1,0,289243
5969,2,3,2,176000,60,108,1,0,0,0,1,1,1,1,1,1,0,202416
5971,2,3,2,86000,75,45,1,0,0,0,1,0,1,1,0,1,0,79229
5978,2,3,2,198000,65,125,1,0,0,0,1,0,1,1,0,1,0,195850
5986,2,3,2,120000,55,35,1,0,0,0,1,0,1,1,1,1,0,85208
6000,4,9,7,9900,168,5,0,0,0,0,0,0,1,0,1,0,0,7474
6016,3,5,4,18000,55,50,0,0,0,0,0,0,1,1,1,0,0,17551
6018,3,7,5,160000,55,65,1,0,0,0,0,0,1,0,1,0,0,167308
6021,3,5,4,140000,52,65,1,0,0,0,1,1,1,1,1,1,1,95863
6033,2,3,2,150000,68,50,1,0,0,0,1,1,1,1,1,0,0,180154
6040,3,5,4,40000,100,32,1,0,0,0,1,0,1,0,1,1,0,62011
6050,1,2,3,134000,54,142,1,1,0,0,0,0,1,1,1,0,0,146146
6084,2,3,2,34000,43,35,1,0,0,0,1,0,1,1,1,0,0,23210
6137,3,5,3,58000,55,65,1,1,0,0,1,0,1,1,1,1,0,87981
6143,1,2,1,415000,80,300,1,0,0,0,1,1,1,1,1,1,0,276105
6159,4,9,4,48000,55,95,0,0,0,0,0,0,1,0,0,1,0,87921
6173,2,3,2,100000,45,60,1,0,0,0,1,0,1,0,1,0,0,47719
6175,3,6,3,56000,40,45,1,0,0,0,1,0,1,1,1,0,0,72812
6179,1,2,3,430000,60,195,1,1,0,1,1,0,1,1,1,1,1,571288
6180,3,7,5,62000,45,50,1,0,0,0,1,0,1,1,1,0,0,72683
6190,1,2,3,68000,61,60,0,1,0,0,0,0,1,1,1,1,0,105579
6193,1,1,1,69000,55,52,0,1,0,0,0,0,1,1,1,1,0,182566
6198,3,6,3,75000,75,150,1,0,0,0,0,0,1,1,1,1,0,88064
6217,3,7,5,146000,40,65,0,0,1,0,0,0,1,0,0,1,1,63851
6226,2,4,3,140000,60,35,1,0,0,1,1,0,1,0,1,1,0,71001
6241,4,8,1,75000,40,50,1,0,0,0,1,0,1,0,1,0,1,77721
6262,1,2,3,156000,88,120,1,1,0,0,0,0,1,1,0,1,0,171147
6301,1,2,3,140000,50,120,1,1,0,0,1,0,1,1,1,1,0,93480
6302,3,5,5,116000,50,99,0,0,1,0,0,0,1,1,1,1,1,125149
6322,1,2,3,45000,80,10,1,1,0,0,1,0,1,0,1,0,0,68797
6324,3,6,4,56000,50,28,1,0,0,0,1,0,1,1,1,1,0,81424
6359,2,3,2,285000,100,70,1,0,0,0,1,0,1,1,1,1,1,370647
6385,1,2,3,142000,45,107,1,0,0,0,1,0,1,1,1,1,1,192342
6390,1,2,3,97000,90,87,1,0,0,0,1,0,1,1,1,1,1,150304
6401,4,8,2,275000,60,200,1,0,0,1,1,0,1,1,1,0,0,237394
6423,2,4,2,126000,40,100,1,0,0,0,1,0,1,0,1,1,0,144486
6432,4,8,2,130000,60,75,1,0,0,1,1,0,0,0,1,0,0,97493
